GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|OWNRAGE|OWNRAGE_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|00|All owners of respondent firms|02|Male|EF|Total reporting|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|523505||100||126075||100||397429||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|00|All owners of respondent firms|02|Male|EG|Item not reported|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|14359||0|X|1882||0|X|12478||0|X|4||0|X|10||0|X|5||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|00|All owners of respondent firms|A2|All owners of respondent firms|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|83292||0|X|13408||0|X|69884||0|X|2||0|X|4||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|00|All owners of respondent firms|DZ|Under 25|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|2208||2.8||132||1||2077||3.1||17||.3||68||.4||17||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|00|All owners of respondent firms|EA|25 to 34|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|13461||16.9||1559||11.9||11902||17.9||7||.8||13||1||7||.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|00|All owners of respondent firms|EB|35 to 44|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|26213||33||4423||33.6||21791||32.8||4||.9||7||1.2||4||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|00|All owners of respondent firms|EC|45 to 54|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|22751||28.6||4290||32.6||18461||27.8||6||1.1||7||1.2||7||1.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|00|All owners of respondent firms|ED|55 to 64|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|12108||15.2||2076||15.8||10031||15.1||5||.4||11||1.1||4||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|00|All owners of respondent firms|EE|65 or over|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|2789||3.5||672||5.1||2118||3.2||17||.4||17||.6||18||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|00|All owners of respondent firms|EF|Total reporting|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|79531||100||13151||100||66380||100||2||0||4||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|00|All owners of respondent firms|EG|Item not reported|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|3761||0|X|257||0|X|3504||0|X|11||0|X|27||0|X|11||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|01|Female|A2|All owners of respondent firms|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|18062||0|X|3848||0|X|14214||0|X|3||0|X|7||0|X|3||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|01|Female|DZ|Under 25|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|511||2.9||49||1.3||462||3.4||17||.4||86||.7||17||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|01|Female|EA|25 to 34|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|3287||18.8||460||12.1||2826||20.6||15||1.8||21||1.7||15||1.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|01|Female|EB|35 to 44|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|5833||33.3||1239||32.5||4593||33.6||10||1.8||12||1.5||14||2.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|01|Female|EC|45 to 54|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|5150||29.4||1356||35.6||3793||27.7||9||2.1||6||1.9||12||2.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|01|Female|ED|55 to 64|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|2341||13.4||581||15.2||1760||12.9||10||.9||20||1.5||10||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|01|Female|EE|65 or over|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|380||2.2||125||3.3||255||1.9||32||.5||30||.7||47||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|01|Female|EF|Total reporting|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|17502||100||3812||100||13689||100||3||0||7||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|01|Female|EG|Item not reported|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|560||0|X|36||0|X|524||0|X|36||0|X|96||0|X|33||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|02|Male|A2|All owners of respondent firms|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|65230||0|X|9560||0|X|55671||0|X|2||0|X|6||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|02|Male|DZ|Under 25|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|1697||2.7||82||.9||1615||3.1||18||.4||59||.3||18||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|02|Male|EA|25 to 34|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|10174||16.4||1098||11.8||9076||17.2||7||.8||10||.9||8||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|02|Male|EB|35 to 44|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|20381||32.9||3183||34.1||17197||32.6||3||.8||9||1.5||4||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|02|Male|EC|45 to 54|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|17601||28.4||2933||31.4||14668||27.8||7||1||9||1.3||8||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|02|Male|ED|55 to 64|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|9767||15.7||1495||16||8272||15.7||5||.4||15||1.3||4||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|02|Male|EE|65 or over|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|2409||3.9||546||5.9||1863||3.5||17||.4||23||.8||16||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|02|Male|EF|Total reporting|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|62029||100||9339||100||52691||100||2||0||6||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|20|Hispanic|02|Male|EG|Item not reported|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|3201||0|X|221||0|X|2980||0|X|11||0|X|20||0|X|11||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|00|All owners of respondent firms|A2|All owners of respondent firms|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|646877||0|X|166906||0|X|479971||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|00|All owners of respondent firms|DZ|Under 25|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|12830||2||1556||.9||11274||2.4||6||.1||13||.1||7||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|00|All owners of respondent firms|EA|25 to 34|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|67260||10.6||12507||7.6||54753||11.7||3||.2||4||.2||4||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|00|All owners of respondent firms|EB|35 to 44|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|134092||21.2||34085||20.7||100007||21.4||2||.2||2||.2||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|00|All owners of respondent firms|EC|45 to 54|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|190856||30.2||54966||33.4||135889||29||1||.3||2||.2||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|00|All owners of respondent firms|ED|55 to 64|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|154068||24.3||41520||25.2||112549||24||1||.1||2||.3||1||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|00|All owners of respondent firms|EE|65 or over|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|73645||11.6||19807||12||53839||11.5||3||.2||3||.2||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|00|All owners of respondent firms|EF|Total reporting|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|632752||100||164441||100||468310||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|00|All owners of respondent firms|EG|Item not reported|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|14125||0|X|2465||0|X|11661||0|X|6||0|X|9||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|01|Female|A2|All owners of respondent firms|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|174243||0|X|48508||0|X|125735||0|X|1||0|X|2||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|01|Female|DZ|Under 25|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|3223||1.9||394||.8||2830||2.3||8||.1||23||.1||11||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|01|Female|EA|25 to 34|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|17334||10.1||3327||7||14007||11.3||6||.3||9||.4||7||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|01|Female|EB|35 to 44|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|36293||21.2||9993||20.9||26300||21.3||4||.5||5||.6||6||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|01|Female|EC|45 to 54|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|54888||32||16198||34||38690||31.3||2||.5||4||.7||2||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|01|Female|ED|55 to 64|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|42350||24.7||12332||25.8||30019||24.3||3||.4||3||.5||4||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|01|Female|EE|65 or over|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|17189||10||5462||11.4||11727||9.5||4||.3||5||.3||5||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|01|Female|EF|Total reporting|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|171276||100||47705||100||123572||100||1||0||2||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|01|Female|EG|Item not reported|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|2967||0|X|804||0|X|2163||0|X|14||0|X|20||0|X|16||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|02|Male|A2|All owners of respondent firms|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|472634||0|X|118398||0|X|354236||0|X|0||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|02|Male|DZ|Under 25|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|9606||2.1||1163||1||8444||2.4||7||.1||15||.1||8||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|02|Male|EA|25 to 34|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|49927||10.8||9180||7.9||40747||11.8||3||.2||4||.2||4||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|02|Male|EB|35 to 44|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|97800||21.2||24092||20.6||73707||21.4||2||.2||2||.2||2||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|02|Male|EC|45 to 54|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|135968||29.5||38768||33.2||97200||28.2||2||.3||2||.3||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|02|Male|ED|55 to 64|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|111718||24.2||29188||25||82530||23.9||1||.2||2||.3||1||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|02|Male|EE|65 or over|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|56456||12.2||14345||12.3||42111||12.2||3||.3||3||.3||4||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|02|Male|EF|Total reporting|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|461475||100||116737||100||344739||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|29|Non-Hispanic|02|Male|EG|Item not reported|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|11159||0|X|1661||0|X|9497||0|X|6||0|X|10||0|X|7||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|30|White|00|All owners of respondent firms|A2|All owners of respondent firms|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|629975||0|X|168970||0|X|461005||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|30|White|00|All owners of respondent firms|DZ|Under 25|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|13039||2.1||1566||.9||11473||2.5||6||.1||16||.1||8||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|30|White|00|All owners of respondent firms|EA|25 to 34|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|66830||10.8||12977||7.8||53853||12||3||.3||5||.2||4||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|30|White|00|All owners of respondent firms|EB|35 to 44|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|133112||21.6||35779||21.5||97333||21.6||2||.2||2||.2||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|30|White|00|All owners of respondent firms|EC|45 to 54|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|184475||29.9||55286||33.2||129189||28.7||2||.4||2||.2||3||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|48|Transportation and warehousing|48-49|Transportation and warehousing|30|White|00|All owners of respondent firms|ED|55 to 64|603|Scheduled Passenger Air Transportation (NAICS 481111), Rail Transportation (NAICS 482), and the Postal Service (NAICS 491) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|148687||24.1||41293||24.8||107394||23.8||1||.2||2||.2||1||.3|
