GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|HRSWRKD|HRSWRKD_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|00|All owners of respondent firms|CZ|40 hours|||2007|Reference year 2007|4154||15.9||4154||15.9||0||0|X|5||.3||5||.3||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|00|All owners of respondent firms|DA|41 to 59 hours|||2007|Reference year 2007|6401||24.4||6401||24.4||0||0|X|6||.4||6||.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|00|All owners of respondent firms|DB|60 or more hours|||2007|Reference year 2007|3048||11.6||3048||11.6||0||0|X|8||.4||8||.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|00|All owners of respondent firms|DC|Total reporting|||2007|Reference year 2007|26197||100||26197||100||0||0|X|1||0||1||0||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|00|All owners of respondent firms|DD|Item not reported|||2007|Reference year 2007|470||0|X|470||0|X|0||0|X|16||0|X|16||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|6337||0|X|6337||0|X|0||0|X|5||0|X|5||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|01|Female|CW|None|||2007|Reference year 2007|2363||37.9||2363||37.9||0||0|X|5||.9||5||.9||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|01|Female|CX|Less than 20 hours|||2007|Reference year 2007|1060||17||1060||17||0||0|X|7||.5||7||.5||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|01|Female|CY|20 to 39 hours|||2007|Reference year 2007|760||12.2||760||12.2||0||0|X|18||.8||18||.8||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|01|Female|CZ|40 hours|||2007|Reference year 2007|697||11.2||697||11.2||0||0|X|14||.6||14||.6||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|01|Female|DA|41 to 59 hours|||2007|Reference year 2007|894||14.3||894||14.3||0||0|X|13||.7||13||.7||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|01|Female|DB|60 or more hours|||2007|Reference year 2007|466||7.5||466||7.5||0||0|X|23||.8||23||.8||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|01|Female|DC|Total reporting|||2007|Reference year 2007|6240||100||6240||100||0||0|X|5||0||5||0||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|01|Female|DD|Item not reported|||2007|Reference year 2007|97||0|X|97||0|X|0||0|X|31||0|X|31||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|20331||0|X|20331||0|X|0||0|X|1||0|X|1||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|02|Male|CW|None|||2007|Reference year 2007|3222||16.1||3222||16.1||0||0|X|8||.4||8||.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|02|Male|CX|Less than 20 hours|||2007|Reference year 2007|2968||14.9||2968||14.9||0||0|X|5||.4||5||.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|02|Male|CY|20 to 39 hours|||2007|Reference year 2007|2222||11.1||2222||11.1||0||0|X|6||.2||6||.2||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|02|Male|CZ|40 hours|||2007|Reference year 2007|3457||17.3||3457||17.3||0||0|X|6||.3||6||.3||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|02|Male|DA|41 to 59 hours|||2007|Reference year 2007|5507||27.6||5507||27.6||0||0|X|6||.5||6||.5||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|02|Male|DB|60 or more hours|||2007|Reference year 2007|2582||12.9||2582||12.9||0||0|X|7||.3||7||.3||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|02|Male|DC|Total reporting|||2007|Reference year 2007|19957||100||19957||100||0||0|X|1||0||1||0||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|00|All owners of respondent firms|02|Male|DD|Item not reported|||2007|Reference year 2007|373||0|X|373||0|X|0||0|X|15||0|X|15||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|522||0|X|522||0|X|0||0|X|13||0|X|13||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|00|All owners of respondent firms|CW|None|||2007|Reference year 2007|65||12.6||65||12.6||0||0|X|40||1.7||40||1.7||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|00|All owners of respondent firms|CX|Less than 20 hours|||2007|Reference year 2007|48||9.4||48||9.4||0||0|X|28||.8||28||.8||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|00|All owners of respondent firms|CY|20 to 39 hours|||2007|Reference year 2007|48||9.3||48||9.3||0||0|X|71||2.6||71||2.6||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|00|All owners of respondent firms|CZ|40 hours|||2007|Reference year 2007|99||19.2||99||19.2||0||0|X|31||2.9||31||2.9||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|00|All owners of respondent firms|DA|41 to 59 hours|||2007|Reference year 2007|167||32.5||167||32.5||0||0|X|33||3.4||33||3.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|00|All owners of respondent firms|DB|60 or more hours|||2007|Reference year 2007|87||16.9||87||16.9||0||0|X|33||2.4||33||2.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|00|All owners of respondent firms|DC|Total reporting|||2007|Reference year 2007|514||100||514||100||0||0|X|13||0||13||0||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|00|All owners of respondent firms|DD|Item not reported|||2007|Reference year 2007|8||0|X|8||0|X|0||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|127||0|X|127||0|X|0||0|X|30||0|X|30||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|01|Female|CW|None|||2007|Reference year 2007|26||21.2||26||21.2||0||0|X|48||3.1||48||3.1||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|01|Female|CX|Less than 20 hours|||2007|Reference year 2007|19||15||19||15||0||0|X|38||1.6||38||1.6||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|01|Female|CY|20 to 39 hours|||2007|Reference year 2007|24||18.9||24||18.9||0||0|X|72||3.4||72||3.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|01|Female|CZ|40 hours|||2007|Reference year 2007|9||7.2||9||7.2||0||0|X|0||0||0||0||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|01|Female|DA|41 to 59 hours|||2007|Reference year 2007|36||28.9||36||28.9||0||0|X|76||4.5||76||4.5||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|01|Female|DB|60 or more hours|||2007|Reference year 2007|11||8.8||11||8.8||0||0|X|31||1.4||31||1.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|01|Female|DC|Total reporting|||2007|Reference year 2007|125||100||125||100||0||0|X|30||0||30||0||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|01|Female|DD|Item not reported|||2007|Reference year 2007|2||0|X|2||0|X|0||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|396||0|X|396||0|X|0||0|X|13||0|X|13||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|02|Male|CW|None|||2007|Reference year 2007|39||9.9||39||9.9||0||0|X|41||1.6||41||1.6||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|02|Male|CX|Less than 20 hours|||2007|Reference year 2007|30||7.6||30||7.6||0||0|X|43||1.2||43||1.2||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|02|Male|CY|20 to 39 hours|||2007|Reference year 2007|25||6.3||25||6.3||0||0|X|69||2||69||2||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|02|Male|CZ|40 hours|||2007|Reference year 2007|90||23.1||90||23.1||0||0|X|34||3.5||34||3.5||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|02|Male|DA|41 to 59 hours|||2007|Reference year 2007|131||33.7||131||33.7||0||0|X|41||3.7||41||3.7||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|02|Male|DB|60 or more hours|||2007|Reference year 2007|76||19.4||76||19.4||0||0|X|38||3.6||38||3.6||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|02|Male|DC|Total reporting|||2007|Reference year 2007|390||100||390||100||0||0|X|13||0||13||0||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|20|Hispanic|02|Male|DD|Item not reported|||2007|Reference year 2007|6||0|X|6||0|X|0||0|X|0||0|X|0||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|26145||0|X|26145||0|X|0||0|X|1||0|X|1||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|00|All owners of respondent firms|CW|None|||2007|Reference year 2007|5520||21.5||5520||21.5||0||0|X|5||.4||5||.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|00|All owners of respondent firms|CX|Less than 20 hours|||2007|Reference year 2007|3980||15.5||3980||15.5||0||0|X|5||.4||5||.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|00|All owners of respondent firms|CY|20 to 39 hours|||2007|Reference year 2007|2934||11.4||2934||11.4||0||0|X|6||.2||6||.2||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|00|All owners of respondent firms|CZ|40 hours|||2007|Reference year 2007|4055||15.8||4055||15.8||0||0|X|6||.3||6||.3||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|00|All owners of respondent firms|DA|41 to 59 hours|||2007|Reference year 2007|6234||24.3||6234||24.3||0||0|X|6||.4||6||.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|00|All owners of respondent firms|DB|60 or more hours|||2007|Reference year 2007|2961||11.5||2961||11.5||0||0|X|8||.4||8||.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|00|All owners of respondent firms|DC|Total reporting|||2007|Reference year 2007|25683||100||25683||100||0||0|X|1||0||1||0||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|00|All owners of respondent firms|DD|Item not reported|||2007|Reference year 2007|462||0|X|462||0|X|0||0|X|16||0|X|16||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|6210||0|X|6210||0|X|0||0|X|5||0|X|5||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|01|Female|CW|None|||2007|Reference year 2007|2337||38.2||2337||38.2||0||0|X|6||.8||6||.8||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|01|Female|CX|Less than 20 hours|||2007|Reference year 2007|1042||17||1042||17||0||0|X|7||.5||7||.5||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|01|Female|CY|20 to 39 hours|||2007|Reference year 2007|736||12||736||12||0||0|X|19||.8||19||.8||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|01|Female|CZ|40 hours|||2007|Reference year 2007|688||11.2||688||11.2||0||0|X|14||.6||14||.6||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|01|Female|DA|41 to 59 hours|||2007|Reference year 2007|858||14||858||14||0||0|X|12||.6||12||.6||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|01|Female|DB|60 or more hours|||2007|Reference year 2007|455||7.4||455||7.4||0||0|X|23||.8||23||.8||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|01|Female|DC|Total reporting|||2007|Reference year 2007|6116||100||6116||100||0||0|X|5||0||5||0||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|01|Female|DD|Item not reported|||2007|Reference year 2007|95||0|X|95||0|X|0||0|X|32||0|X|32||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|19935||0|X|19935||0|X|0||0|X|1||0|X|1||0|X|0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|02|Male|CW|None|||2007|Reference year 2007|3183||16.3||3183||16.3||0||0|X|8||.4||8||.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|02|Male|CX|Less than 20 hours|||2007|Reference year 2007|2938||15||2938||15||0||0|X|6||.4||6||.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|02|Male|CY|20 to 39 hours|||2007|Reference year 2007|2197||11.2||2197||11.2||0||0|X|5||.2||5||.2||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|02|Male|CZ|40 hours|||2007|Reference year 2007|3367||17.2||3367||17.2||0||0|X|6||.3||6||.3||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|02|Male|DA|41 to 59 hours|||2007|Reference year 2007|5376||27.5||5376||27.5||0||0|X|6||.4||6||.4||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|55|Management of companies and enterprises|55|Management of companies and enterprises|29|Non-Hispanic|02|Male|DB|60 or more hours|||2007|Reference year 2007|2506||12.8||2506||12.8||0||0|X|6||.3||6||.3||0||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|00|All owners of respondent firms|02|Male|CZ|40 hours|||2007|Reference year 2007|13286||7.6||3403||12.8||9883||6.7||4||.2||8||.6||6||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|00|All owners of respondent firms|02|Male|DA|41 to 59 hours|||2007|Reference year 2007|21623||12.4||6058||22.8||15565||10.5||6||.6||5||.7||8||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|00|All owners of respondent firms|02|Male|DB|60 or more hours|||2007|Reference year 2007|12768||7.3||4399||16.6||8369||5.7||4||.2||8||.7||5||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|00|All owners of respondent firms|02|Male|DC|Total reporting|||2007|Reference year 2007|174345||100||26516||100||147830||100||1||0||3||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|00|All owners of respondent firms|02|Male|DD|Item not reported|||2007|Reference year 2007|3806||0|X|375||0|X|3432||0|X|17||0|X|21||0|X|17||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|18207||0|X|2061||0|X|16146||0|X|3||0|X|8||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|00|All owners of respondent firms|CW|None|||2007|Reference year 2007|1526||8.8||142||7||1385||9||12||.7||23||1.4||12||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|00|All owners of respondent firms|CX|Less than 20 hours|||2007|Reference year 2007|8214||47.1||364||17.9||7850||51||6||1.8||15||1.5||6||2.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|00|All owners of respondent firms|CY|20 to 39 hours|||2007|Reference year 2007|3627||20.8||326||16||3301||21.4||9||1.2||22||2.3||10||1.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|00|All owners of respondent firms|CZ|40 hours|||2007|Reference year 2007|1338||7.7||366||18||972||6.3||15||.7||14||1.7||20||.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|00|All owners of respondent firms|DA|41 to 59 hours|||2007|Reference year 2007|1725||9.9||464||22.9||1261||8.2||14||.9||26||2.7||21||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|00|All owners of respondent firms|DB|60 or more hours|||2007|Reference year 2007|993||5.7||369||18.2||624||4.1||22||.9||13||1||39||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|00|All owners of respondent firms|DC|Total reporting|||2007|Reference year 2007|17424||100||2030||100||15394||100||3||0||9||0||4||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|00|All owners of respondent firms|DD|Item not reported|||2007|Reference year 2007|783||0|X|31||0|X|752||0|X|23||0|X|89||0|X|24||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|10301||0|X|858||0|X|9443||0|X|5||0|X|12||0|X|5||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|01|Female|CW|None|||2007|Reference year 2007|969||9.8||41||4.8||928||10.3||12||.9||26||.8||12||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|01|Female|CX|Less than 20 hours|||2007|Reference year 2007|4705||47.8||143||16.6||4562||50.8||8||2.3||32||3.6||8||2.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|01|Female|CY|20 to 39 hours|||2007|Reference year 2007|2312||23.5||171||20||2141||23.8||11||1.4||24||2.8||13||1.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|01|Female|CZ|40 hours|||2007|Reference year 2007|588||6||140||16.3||448||5||26||.9||21||2.9||32||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|01|Female|DA|41 to 59 hours|||2007|Reference year 2007|776||7.9||201||23.5||575||6.4||19||1||43||4.4||25||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|01|Female|DB|60 or more hours|||2007|Reference year 2007|496||5||161||18.7||335||3.7||21||.8||21||2.6||35||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|01|Female|DC|Total reporting|||2007|Reference year 2007|9846||100||857||100||8989||100||5||0||12||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|61|Educational services|61|Educational services|20|Hispanic|01|Female|DD|Item not reported|||2007|Reference year 2007|455||0|X|1||0|X|454||0|X|32||0|X|0||0|X|32||0|X
