GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|PFNCT|PFNCT_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|60|Asian|01|Female|CT|None of the above|||2007|Reference year 2007|9740||16.4||3626||14.8||6113||17.4||5||.5||8||.8||6||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|60|Asian|01|Female|CU|Total reporting|||2007|Reference year 2007|59522||100||24470||100||35052||100||2||0||4||0||3||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|60|Asian|01|Female|CV|Item not reported|||2007|Reference year 2007|1769||0|X|708||0|X|1061||0|X|16||0|X|20||0|X|16||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|60|Asian|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|88030||0|X|50267||0|X|37763||0|X|1||0|X|2||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|60|Asian|02|Male|CQ|Providing services and/or producing goods|||2007|Reference year 2007|36387||42.3||16664||33.7||19722||53.9||1||.3||3||.8||2||.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|60|Asian|02|Male|CR|Managing day-to-day operations|||2007|Reference year 2007|53263||61.9||33118||67.1||20145||55||2||.7||4||.9||2||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|60|Asian|02|Male|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|31118||36.2||20217||40.9||10901||29.8||2||.5||3||.6||2||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|60|Asian|02|Male|CT|None of the above|||2007|Reference year 2007|11948||13.9||5887||11.9||6061||16.6||6||.6||6||.5||7||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|60|Asian|02|Male|CU|Total reporting|||2007|Reference year 2007|85992||100||49389||100||36603||100||1||0||2||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|60|Asian|02|Male|CV|Item not reported|||2007|Reference year 2007|2038||0|X|878||0|X|1160||0|X|13||0|X|12||0|X|20||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|3622||0|X|772||0|X|2850||0|X|16||0|X|19||0|X|17||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|CQ|Providing services and/or producing goods|||2007|Reference year 2007|1786||54.2||290||38.6||1496||58.8||15||3.1||29||4||16||3.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|CR|Managing day-to-day operations|||2007|Reference year 2007|1476||44.8||438||58.2||1037||40.8||18||3||22||4.8||22||3.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|958||29.1||305||40.5||653||25.7||23||2.4||24||3.1||29||3.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|CT|None of the above|||2007|Reference year 2007|695||21.1||97||12.9||598||23.5||26||2.3||36||2.4||30||2.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|CU|Total reporting|||2007|Reference year 2007|3295||100||752||100||2543||100||16||0||20||0||16||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|00|All owners of respondent firms|CV|Item not reported|||2007|Reference year 2007|326||0|X|19||0|X|307||0|X|37||0|X|86||0|X|36||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|1739||0|X|308||0|X|1431||0|X|18||0|X|32||0|X|17||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|01|Female|CQ|Providing services and/or producing goods|||2007|Reference year 2007|809||53.1||109||38||700||56.6||19||3.9||45||6.4||22||5.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|01|Female|CR|Managing day-to-day operations|||2007|Reference year 2007|718||47.1||155||53.7||563||45.5||24||4.7||29||6.1||28||6.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|01|Female|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|522||34.2||156||54||366||29.6||29||4.2||28||6.4||35||5.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|01|Female|CT|None of the above|||2007|Reference year 2007|341||22.4||55||18.9||287||23.2||38||3.6||62||5.3||39||4.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|01|Female|CU|Total reporting|||2007|Reference year 2007|1524||100||288||100||1236||100||20||0||33||0||18||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|01|Female|CV|Item not reported|||2007|Reference year 2007|214||0|X|19||0|X|195||0|X|29||0|X|86||0|X|28||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|1883||0|X|464||0|X|1419||0|X|18||0|X|25||0|X|20||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|02|Male|CQ|Providing services and/or producing goods|||2007|Reference year 2007|977||55.2||181||39||796||60.9||20||3.7||29||5||21||3.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|02|Male|CR|Managing day-to-day operations|||2007|Reference year 2007|758||42.8||283||61.1||475||36.3||21||4.8||28||5.8||26||5.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|02|Male|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|436||24.6||149||32.2||287||22||27||2.4||36||3.6||33||3.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|02|Male|CT|None of the above|||2007|Reference year 2007|353||20||42||9.1||311||23.8||40||3.9||63||2.5||40||5.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|02|Male|CU|Total reporting|||2007|Reference year 2007|1771||100||464||100||1307||100||18||0||25||0||20||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|70|Native Hawaiian and Other Pacific Islander|02|Male|CV|Item not reported|||2007|Reference year 2007|112||0|X|0||0|X|112||0|X|62||0|X|0||0|X|62||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|7590||0|X|3751||0|X|3839||0|X|6||0|X|10||0|X|10||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|00|All owners of respondent firms|CQ|Providing services and/or producing goods|||2007|Reference year 2007|2994||40.8||1198||32.4||1795||49.4||12||3.2||13||2.4||19||4.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|00|All owners of respondent firms|CR|Managing day-to-day operations|||2007|Reference year 2007|4341||59.2||2463||66.6||1878||51.7||8||2.7||12||3.2||12||2.9|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|00|All owners of respondent firms|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|2446||33.4||1419||38.4||1027||28.3||10||1.9||15||2.5||25||3.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|00|All owners of respondent firms|CT|None of the above|||2007|Reference year 2007|1161||15.8||563||15.2||597||16.5||22||1.9||20||1.7||32||3.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|00|All owners of respondent firms|CU|Total reporting|||2007|Reference year 2007|7330||100||3699||100||3631||100||6||0||11||0||9||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|00|All owners of respondent firms|CV|Item not reported|||2007|Reference year 2007|260||0|X|52||0|X|207||0|X|41||0|X|60||0|X|40||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|2904||0|X|1229||0|X|1675||0|X|12||0|X|17||0|X|15||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|01|Female|CQ|Providing services and/or producing goods|||2007|Reference year 2007|1135||40.2||394||32.2||741||46.3||16||4.4||25||4.7||22||5.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|01|Female|CR|Managing day-to-day operations|||2007|Reference year 2007|1380||48.9||701||57.4||680||42.5||15||3.9||18||5.9||19||3.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|01|Female|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|822||29.1||485||39.7||337||21||14||2.8||23||2.6||39||5.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|01|Female|CT|None of the above|||2007|Reference year 2007|573||20.3||220||18||353||22.1||34||3.7||39||3.6||39||4.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|01|Female|CU|Total reporting|||2007|Reference year 2007|2821||100||1222||100||1600||100||11||0||18||0||14||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|01|Female|CV|Item not reported|||2007|Reference year 2007|83||0|X|7||0|X|75||0|X|53||0|X|67||0|X|57||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|4686||0|X|2522||0|X|2164||0|X|9||0|X|11||0|X|15||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|02|Male|CQ|Providing services and/or producing goods|||2007|Reference year 2007|1859||41.2||804||32.5||1055||51.9||13||3.2||16||2.5||23||5.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|02|Male|CR|Managing day-to-day operations|||2007|Reference year 2007|2961||65.7||1762||71.1||1198||59||9||2.6||12||2.7||17||3.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|02|Male|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|1624||36||934||37.7||690||34||13||3||17||3.6||29||3.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|02|Male|CT|None of the above|||2007|Reference year 2007|587||13||343||13.9||244||12||24||1.8||31||2.5||52||3.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|02|Male|CU|Total reporting|||2007|Reference year 2007|4509||100||2477||100||2032||100||8||0||11||0||14||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|80|Some other race|02|Male|CV|Item not reported|||2007|Reference year 2007|177||0|X|45||0|X|132||0|X|52||0|X|68||0|X|51||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|337021||0|X|119791||0|X|217230||0|X|1||0|X|2||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|00|All owners of respondent firms|CQ|Providing services and/or producing goods|||2007|Reference year 2007|164776||50.4||43754||37.3||121021||57.7||1||.4||3||.5||2||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|00|All owners of respondent firms|CR|Managing day-to-day operations|||2007|Reference year 2007|176138||53.9||76837||65.5||99301||47.3||1||.3||3||.5||2||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|00|All owners of respondent firms|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|107955||33||50171||42.8||57784||27.5||2||.3||3||.3||3||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|00|All owners of respondent firms|CT|None of the above|||2007|Reference year 2007|52799||16.1||14389||12.3||38410||18.3||2||.2||4||.3||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|00|All owners of respondent firms|CU|Total reporting|||2007|Reference year 2007|327068||100||117289||100||209780||100||1||0||2||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|00|All owners of respondent firms|CV|Item not reported|||2007|Reference year 2007|9953||0|X|2502||0|X|7451||0|X|6||0|X|11||0|X|9||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|152158||0|X|41286||0|X|110872||0|X|1||0|X|3||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|01|Female|CQ|Providing services and/or producing goods|||2007|Reference year 2007|78776||53.6||15090||37.5||63687||59.6||2||.6||4||.7||2||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|01|Female|CR|Managing day-to-day operations|||2007|Reference year 2007|72516||49.3||25029||62.2||47487||44.5||2||.6||4||.5||2||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|01|Female|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|45172||30.7||17092||42.5||28081||26.3||3||.5||4||.4||5||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|01|Female|CT|None of the above|||2007|Reference year 2007|26393||17.9||5905||14.7||20489||19.2||3||.3||7||.5||3||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|01|Female|CU|Total reporting|||2007|Reference year 2007|147065||100||40256||100||106808||100||1||0||4||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|01|Female|CV|Item not reported|||2007|Reference year 2007|5093||0|X|1030||0|X|4064||0|X|9||0|X|16||0|X|11||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|184863||0|X|78505||0|X|106358||0|X|1||0|X|2||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|02|Male|CQ|Providing services and/or producing goods|||2007|Reference year 2007|85999||47.8||28664||37.2||57335||55.7||2||.4||3||.6||3||.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|02|Male|CR|Managing day-to-day operations|||2007|Reference year 2007|103621||57.6||51808||67.3||51813||50.3||1||.5||3||.7||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|02|Male|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|62783||34.9||33079||42.9||29703||28.8||2||.3||3||.5||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|02|Male|CT|None of the above|||2007|Reference year 2007|26406||14.7||8484||11||17922||17.4||3||.3||4||.3||4||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|02|Male|CU|Total reporting|||2007|Reference year 2007|180004||100||77032||100||102972||100||1||0||2||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|90|Minority|02|Male|CV|Item not reported|||2007|Reference year 2007|4860||0|X|1473||0|X|3387||0|X|6||0|X|10||0|X|8||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|1832535||0|X|670339||0|X|1162196||0|X|0||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|00|All owners of respondent firms|CQ|Providing services and/or producing goods|||2007|Reference year 2007|981985||54.5||275718||41.8||706267||61.9||1||.2||1||.2||1||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|00|All owners of respondent firms|CR|Managing day-to-day operations|||2007|Reference year 2007|989029||54.9||418063||63.3||570966||50||1||.3||1||.2||1||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|00|All owners of respondent firms|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|780374||43.3||362005||54.8||418369||36.7||1||.2||1||.2||1||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|00|All owners of respondent firms|CT|None of the above|||2007|Reference year 2007|268538||14.9||83495||12.6||185043||16.2||1||.1||2||.1||2||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|00|All owners of respondent firms|CU|Total reporting|||2007|Reference year 2007|1801261||100||660236||100||1141025||100||0||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|00|All owners of respondent firms|CV|Item not reported|||2007|Reference year 2007|31274||0|X|10103||0|X|21171||0|X|2||0|X|6||0|X|3||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|01|Female|A2|All owners of respondent firms|||2007|Reference year 2007|813707||0|X|232540||0|X|581167||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|01|Female|CQ|Providing services and/or producing goods|||2007|Reference year 2007|451288||56.5||92981||40.6||358307||62.8||1||.2||1||.3||1||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|01|Female|CR|Managing day-to-day operations|||2007|Reference year 2007|402622||50.4||131412||57.4||271211||47.5||1||.2||1||.3||1||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|01|Female|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|315948||39.5||121171||52.9||194777||34.1||1||.2||1||.4||1||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|01|Female|CT|None of the above|||2007|Reference year 2007|144060||18||41896||18.3||102164||17.9||1||.1||2||.3||2||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|01|Female|CU|Total reporting|||2007|Reference year 2007|799336||100||228857||100||570478||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|01|Female|CV|Item not reported|||2007|Reference year 2007|14371||0|X|3683||0|X|10688||0|X|2||0|X|9||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|02|Male|A2|All owners of respondent firms|||2007|Reference year 2007|1018828||0|X|437799||0|X|581029||0|X|0||0|X|0||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|02|Male|CQ|Providing services and/or producing goods|||2007|Reference year 2007|530697||53||182737||42.4||347960||61||1||.3||1||.3||1||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|02|Male|CR|Managing day-to-day operations|||2007|Reference year 2007|586407||58.5||286651||66.4||299756||52.5||1||.3||1||.3||1||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|02|Male|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|464426||46.4||240834||55.8||223592||39.2||1||.2||1||.3||1||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|02|Male|CT|None of the above|||2007|Reference year 2007|124478||12.4||41599||9.6||82879||14.5||2||.1||2||.1||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|02|Male|CU|Total reporting|||2007|Reference year 2007|1001925||100||431379||100||570547||100||0||0||0||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|92|Nonminority|02|Male|CV|Item not reported|||2007|Reference year 2007|16903||0|X|6420||0|X|10483||0|X|4||0|X|5||0|X|5||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|V2|Veteran|00|All owners of respondent firms|A2|All owners of respondent firms|||2007|Reference year 2007|258080||0|X|88384||0|X|169696||0|X|2||0|X|2||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|V2|Veteran|00|All owners of respondent firms|CQ|Providing services and/or producing goods|||2007|Reference year 2007|134484||53.2||34824||40||99660||60.2||2||.5||2||.6||2||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|V2|Veteran|00|All owners of respondent firms|CR|Managing day-to-day operations|||2007|Reference year 2007|137712||54.5||53788||61.8||83924||50.7||1||.7||1||.5||2||1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|V2|Veteran|00|All owners of respondent firms|CS|Financial control with the authority to sign loans, leases, and contracts|||2007|Reference year 2007|111364||44.1||49448||56.8||61916||37.4||2||.4||2||.4||2||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|44|Retail trade|44-45|Retail trade|V2|Veteran|00|All owners of respondent firms|CT|None of the above|||2007|Reference year 2007|35830||14.2||9568||11||26262||15.9||4||.3||3||.3||5||.5|
