GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|EDUC|EDUC_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|00|All owners of respondent firms|DR|Bachelor's degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|10834||30.6||3293||34.5||7541||29.2||5||.8||8||1.7||6||.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|00|All owners of respondent firms|DS|Master's, doctorate, or professional degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|4524||12.8||1170||12.3||3354||13||7||.5||15||.9||8||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|00|All owners of respondent firms|DT|Total reporting|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|35373||100||9539||100||25834||100||3||0||5||0||3||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|00|All owners of respondent firms|DU|Item not reported|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|1003||0|X|235||0|X|768||0|X|20||0|X|38||0|X|20||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|01|Female|A2|All owners of respondent firms|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|14409||0|X|3708||0|X|10701||0|X|5||0|X|7||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|01|Female|DM|Less than high school graduate|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|658||4.7||94||2.6||564||5.4||27||.9||37||.6||28||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|01|Female|DN|High school graduate - diploma or GED|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|2711||19.3||766||21.2||1945||18.6||8||.9||21||2.9||11||1.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|01|Female|DO|Technical, trade, or vocational school|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|798||5.7||120||3.3||678||6.5||14||.5||46||1||20||.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|01|Female|DP|Some college, but no degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|3334||23.7||844||23.3||2489||23.8||13||1.6||14||1.8||16||2.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|01|Female|DQ|Associate degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|1372||9.8||364||10.1||1008||9.6||19||1.1||28||1.8||21||1.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|01|Female|DR|Bachelor's degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|4014||28.5||1131||31.3||2883||27.6||8||1.5||13||1.9||13||2.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|01|Female|DS|Master's, doctorate, or professional degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|1182||8.4||301||8.3||882||8.4||13||.8||22||1||16||1.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|01|Female|DT|Total reporting|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|14069||100||3620||100||10449||100||5||0||7||0||6||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|01|Female|DU|Item not reported|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|340||0|X|88||0|X|252||0|X|25||0|X|51||0|X|30||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|02|Male|A2|All owners of respondent firms|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|21967||0|X|6066||0|X|15901||0|X|4||0|X|7||0|X|3||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|02|Male|DM|Less than high school graduate|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|1083||5.1||162||2.7||920||6||15||.5||43||.7||18||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|02|Male|DN|High school graduate - diploma or GED|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|2932||13.8||806||13.6||2127||13.8||9||.8||22||1.8||11||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|02|Male|DO|Technical, trade, or vocational school|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|975||4.6||205||3.5||770||5||16||.5||39||.8||21||.8|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|02|Male|DP|Some college, but no degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|4562||21.4||1323||22.4||3239||21.1||6||.6||14||1.4||6||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|02|Male|DQ|Associate degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|1591||7.5||392||6.6||1199||7.8||20||1.1||26||1.2||23||1.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|02|Male|DR|Bachelor's degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|6820||32||2162||36.5||4659||30.3||6||1.1||9||1.9||7||1.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|02|Male|DS|Master's, doctorate, or professional degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|3342||15.7||870||14.7||2472||16.1||8||.7||16||1.5||10||1.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|02|Male|DT|Total reporting|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|21304||100||5919||100||15385||100||3||0||6||0||3||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|20|Hispanic|02|Male|DU|Item not reported|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|663||0|X|147||0|X|516||0|X|26||0|X|35||0|X|28||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|00|All owners of respondent firms|A2|All owners of respondent firms|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|825131||0|X|250643||0|X|574488||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|00|All owners of respondent firms|DM|Less than high school graduate|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|11313||1.4||1620||.7||9693||1.7||8||.1||13||.1||9||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|00|All owners of respondent firms|DN|High school graduate - diploma or GED|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|85662||10.6||27562||11.2||58099||10.4||2||.2||2||.2||4||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|00|All owners of respondent firms|DO|Technical, trade, or vocational school|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|19044||2.4||4705||1.9||14339||2.6||7||.1||10||.1||9||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|00|All owners of respondent firms|DP|Some college, but no degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|133444||16.5||40609||16.5||92835||16.5||2||.3||3||.3||2||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|00|All owners of respondent firms|DQ|Associate degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|41042||5.1||11409||4.6||29633||5.3||5||.1||5||.2||6||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|00|All owners of respondent firms|DR|Bachelor's degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|352879||43.7||116145||47.1||236735||42.2||1||.4||1||.3||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|00|All owners of respondent firms|DS|Master's, doctorate, or professional degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|164220||20.3||44412||18||119808||21.4||3||.3||3||.3||3||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|00|All owners of respondent firms|DT|Total reporting|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|807604||100||246463||100||561141||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|00|All owners of respondent firms|DU|Item not reported|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|17527||0|X|4180||0|X|13347||0|X|9||0|X|7||0|X|11||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|01|Female|A2|All owners of respondent firms|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|245990||0|X|65177||0|X|180813||0|X|1||0|X|1||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|01|Female|DM|Less than high school graduate|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|3939||1.6||635||1||3304||1.9||10||.1||19||.1||13||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|01|Female|DN|High school graduate - diploma or GED|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|37981||15.7||11854||18.5||26127||14.8||3||.3||3||.4||4||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|01|Female|DO|Technical, trade, or vocational school|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|9097||3.8||2103||3.3||6994||3.9||7||.2||15||.3||9||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|01|Female|DP|Some college, but no degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|46987||19.5||13038||20.4||33949||19.2||2||.3||5||.6||3||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|01|Female|DQ|Associate degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|17640||7.3||4227||6.6||13413||7.6||6||.3||6||.3||7||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|01|Female|DR|Bachelor's degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|88060||36.5||23532||36.7||64528||36.4||3||.5||3||.7||4||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|01|Female|DS|Master's, doctorate, or professional degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|37454||15.5||8678||13.5||28776||16.2||5||.5||4||.3||6||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|01|Female|DT|Total reporting|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|241157||100||64067||100||177090||100||2||0||2||0||2||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|01|Female|DU|Item not reported|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|4833||0|X|1110||0|X|3723||0|X|8||0|X|12||0|X|10||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|02|Male|A2|All owners of respondent firms|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|579141||0|X|185465||0|X|393676||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|02|Male|DM|Less than high school graduate|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|7374||1.3||985||.5||6389||1.7||8||.1||15||.1||8||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|02|Male|DN|High school graduate - diploma or GED|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|47681||8.4||15709||8.6||31972||8.3||3||.2||4||.2||5||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|02|Male|DO|Technical, trade, or vocational school|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|9947||1.8||2602||1.4||7345||1.9||11||.1||7||.1||15||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|02|Male|DP|Some college, but no degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|86457||15.3||27571||15.1||58886||15.3||3||.3||2||.2||4||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|02|Male|DQ|Associate degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|23402||4.1||7182||3.9||16220||4.2||5||.1||8||.2||7||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|02|Male|DR|Bachelor's degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|264819||46.8||92612||50.8||172207||44.8||1||.4||2||.5||1||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|02|Male|DS|Master's, doctorate, or professional degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|126767||22.4||35734||19.6||91032||23.7||3||.3||3||.4||3||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|02|Male|DT|Total reporting|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|566447||100||182396||100||384052||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|29|Non-Hispanic|02|Male|DU|Item not reported|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|12694||0|X|3070||0|X|9624||0|X|11||0|X|8||0|X|13||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|00|All owners of respondent firms|A2|All owners of respondent firms|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|808195||0|X|248329||0|X|559866||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|00|All owners of respondent firms|DM|Less than high school graduate|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|11835||1.5||1742||.7||10093||1.8||7||.1||11||.1||8||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|00|All owners of respondent firms|DN|High school graduate - diploma or GED|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|87223||11||28260||11.6||58963||10.8||2||.2||3||.2||3||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|00|All owners of respondent firms|DO|Technical, trade, or vocational school|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|19423||2.5||4853||2||14570||2.7||7||.1||9||.1||9||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|00|All owners of respondent firms|DP|Some college, but no degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|133363||16.9||41053||16.8||92310||16.9||2||.3||2||.2||2||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|00|All owners of respondent firms|DQ|Associate degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|40856||5.2||11493||4.7||29363||5.4||5||.2||5||.1||6||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|00|All owners of respondent firms|DR|Bachelor's degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|343427||43.4||114158||46.7||229270||41.9||1||.4||1||.4||2||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|00|All owners of respondent firms|DS|Master's, doctorate, or professional degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|155166||19.6||42655||17.5||112511||20.6||3||.3||3||.3||3||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|00|All owners of respondent firms|DT|Total reporting|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|791292||100||244213||100||547079||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|00|All owners of respondent firms|DU|Item not reported|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|16903||0|X|4116||0|X|12786||0|X|10||0|X|7||0|X|12||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|01|Female|A2|All owners of respondent firms|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|239790||0|X|64983||0|X|174807||0|X|2||0|X|2||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|01|Female|DM|Less than high school graduate|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|4026||1.7||674||1.1||3352||2||9||.1||16||.1||11||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|01|Female|DN|High school graduate - diploma or GED|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|38734||16.5||12221||19.1||26512||15.5||2||.2||3||.4||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|01|Female|DO|Technical, trade, or vocational school|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|9212||3.9||2160||3.4||7051||4.1||8||.2||14||.3||10||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|01|Female|DP|Some college, but no degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|47020||20||13244||20.7||33776||19.7||2||.3||5||.6||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|01|Female|DQ|Associate degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|17453||7.4||4265||6.7||13188||7.7||5||.3||7||.3||7||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|01|Female|DR|Bachelor's degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|84658||36||23130||36.2||61527||35.9||3||.5||3||.6||4||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|52|Finance and insurance|52|Finance and insurance|30|White|01|Female|DS|Master's, doctorate, or professional degree|604|Funds, Trusts, and Other Financial Vehicles (NAICS 525) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|34094||14.5||8207||12.8||25887||15.1||5||.5||4||.3||6||.6|
